,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-02 15:23:59,205,23.29,28.5,467.75,1112.0,0.00504422920396206,1
2015-02-02 15:24:59,206,23.306666666666697,28.533333333333303,466.5,1105.66666666667,0.005055303974300989,1
2015-02-02 15:26:00,207,23.29,28.7,464.0,1104.0,0.0050799164023321705,1
2015-02-02 15:27:00,208,23.29,28.7,467.0,1117.2,0.0050799164023321705,1
2015-02-02 15:28:00,209,23.29,28.675,467.75,1121.25,0.00507545528038826,1
2015-02-02 15:29:00,210,23.29,28.6166666666667,466.5,1115.66666666667,0.00506504624269139,1
2015-02-02 15:29:59,211,23.29,28.66,459.0,1120.0,0.00507277863768927,1
2015-02-02 15:30:59,212,23.29,28.55,464.0,1123.75,0.0050531506227436,1
2015-02-02 15:32:00,213,23.29,28.6,470.0,1116.0,0.0050620722953919105,1
2015-02-02 15:33:00,214,23.272,28.6,464.0,1126.8,0.00505652695304372,1
2015-02-02 15:34:00,215,23.2,28.4175,464.0,1112.75,0.00500201570843155,1
2015-02-02 15:35:00,216,23.23,28.5,449.0,1104.5,0.0050258311747689,1
2015-02-02 15:36:00,217,23.29,28.5,464.0,1108.0,0.00504422920396206,1
2015-02-02 15:36:59,218,23.215,28.6333333333333,462.333333333333,1127.83333333333,0.00504492264821108,1
2015-02-02 15:38:00,219,23.2,28.6,469.0,1128.75,0.005034399152374879,1
2015-02-02 15:39:00,220,23.2,28.65,469.0,1124.25,0.00504327191257943,1
2015-02-02 15:40:00,221,23.2,28.62,469.0,1130.4,0.0050379482263243,1
2015-02-02 15:40:59,222,23.2,28.7,464.0,1138.0,0.00505214492389298,1
2015-02-02 15:42:00,223,23.2,28.7,456.5,1144.0,0.00505214492389298,1
2015-02-02 15:42:59,224,23.2,28.718000000000004,457.0,1140.0,0.0050553392694394,1
2015-02-02 15:43:59,225,23.2,28.79,450.25,1139.25,0.00506811697708606,1
2015-02-02 15:45:00,226,23.2,28.79,446.0,1167.33333333333,0.00506811697708606,1
2015-02-02 15:46:00,227,23.14,28.79,451.6,1159.6,0.00504961840975861,1
2015-02-02 15:47:00,228,23.15,28.89,454.75,1157.75,0.00507039060666789,1
2015-02-02 15:48:00,229,23.15,28.89,448.0,1159.5,0.00507039060666789,1
2015-02-02 15:49:00,230,23.18,28.83,444.0,1156.4,0.00506903438932986,1
2015-02-02 15:49:59,231,23.1166666666667,28.945,444.0,1160.0,0.0050698094671644605,1
2015-02-02 15:51:00,232,23.14,28.956,444.0,1169.8,0.00507897170322202,1
2015-02-02 15:52:00,233,23.1,29.0,444.0,1176.16666666667,0.00507436212642666,1
2015-02-02 15:53:00,234,23.1,29.075,444.0,1175.25,0.00508759281801227,1
2015-02-02 15:53:59,235,23.1,28.918000000000003,444.0,1166.6,0.00505989720917094,1
2015-02-02 15:55:00,236,23.1,27.925,444.0,1140.25,0.0048847835460129,1
2015-02-02 15:55:59,237,23.06,27.772,444.0,1089.2,0.00484597890696344,1
2015-02-02 15:56:59,238,23.02,27.555999999999997,435.0,1042.6,0.00479628399598345,1
2015-02-02 15:58:00,239,23.01,27.818833333333302,432.0,1051.1,0.00483943509812856,1
2015-02-02 15:59:00,240,23.0,28.0816666666667,429.0,1059.6,0.004882537915140921,1
2015-02-02 16:00:00,241,23.0,27.956,429.0,1064.6,0.0048605176079969895,1
2015-02-02 16:01:00,242,22.981666666666698,27.908333333333303,429.0,1061.66666666667,0.00484674149485762,1
2015-02-02 16:01:59,243,23.0,27.926666666666698,429.0,1058.33333333333,0.00485537781204804,1
2015-02-02 16:02:59,244,23.0,28.018,429.0,1061.6,0.00487138154496758,1
2015-02-02 16:04:00,245,22.981666666666698,28.0666666666667,429.0,1070.33333333333,0.0048744541729969105,1
2015-02-02 16:05:00,246,22.945,28.1,429.0,1074.0,0.00486938124670424,1
2015-02-02 16:06:00,247,23.0,28.1,429.0,1086.25,0.0048857505561061,1
2015-02-02 16:07:00,248,22.956,28.2,429.0,1089.6,0.00489012795696835,1
2015-02-02 16:08:00,249,22.9725,28.1,429.0,1085.0,0.00487755984259212,1
2015-02-02 16:08:59,250,22.945,28.1333333333333,429.0,1085.0,0.0048752027736280795,1
2015-02-02 16:09:59,251,23.0,28.2,429.0,1088.0,0.0049032746319414705,1
2015-02-02 16:11:00,252,22.945,28.2,429.0,1091.75,0.00488684615185727,1
2015-02-02 16:12:00,253,23.0,28.1333333333333,429.0,1091.33333333333,0.00489159180585966,1
2015-02-02 16:13:00,254,22.912,28.1,429.0,1088.2,0.00485958290505565,1
2015-02-02 16:14:00,255,22.89,28.1,429.0,1087.5,0.00485306034574781,1
2015-02-02 16:14:59,256,22.89,27.956,432.0,1079.2,0.00482799752977294,1
2015-02-02 16:15:59,257,22.865,27.84,432.75,1077.25,0.0048004764264941895,1
2015-02-02 16:17:00,258,22.873333333333303,27.6833333333333,439.0,1064.16666666667,0.0047756842425233795,1
2015-02-02 16:18:00,259,22.873333333333303,27.6,429.0,1056.4,0.0047611982687734205,1
2015-02-02 16:19:00,260,22.89,27.6,432.75,1043.6,0.0047660452801114705,1
2015-02-02 16:20:00,261,22.815,27.445,432.75,1039.5,0.0047174223493656,1
2015-02-02 16:21:00,262,22.84,27.373333333333303,436.5,1028.66666666667,0.00471219953995305,1
2015-02-02 16:21:59,263,22.79,27.365,438.0,1020.4,0.00469639044961084,1
2015-02-02 16:23:00,264,22.79,27.2,444.0,1018.0,0.0046678605840467895,1
2015-02-02 16:24:00,265,22.79,27.1714285714286,435.428571428571,1015.14285714286,0.00466292061142762,1
2015-02-02 16:25:00,266,22.79,27.0666666666667,434.0,1006.3333333333301,0.00464480804480218,1
2015-02-02 16:25:59,267,22.79,27.02,432.0,1002.6,0.00463674005674535,1
2015-02-02 16:27:00,268,22.772,26.934,438.0,993.2,0.00461679349309269,1
2015-02-02 16:27:59,269,22.76,26.823333333333302,439.0,983.333333333333,0.00459431462064815,1
2015-02-02 16:28:59,270,22.7,26.754,432.0,976.2,0.00456558276701595,1
2015-02-02 16:30:00,271,22.7225,26.7,432.75,980.75,0.00456256926364279,1
2015-02-02 16:31:00,272,22.7,26.6833333333333,434.0,971.333333333333,0.004553435185152529,1
2015-02-02 16:32:00,273,22.7,26.533333333333303,444.0,966.666666666667,0.00452765178461813,1
2015-02-02 16:33:00,274,22.7,26.463333333333303,444.0,963.0,0.00451562025722854,1
2015-02-02 16:34:00,275,22.7,26.445,441.5,952.333333333333,0.0045124692192727795,1
2015-02-02 16:34:59,276,22.7,26.34,444.0,948.0,0.0044944229761162205,1
2015-02-02 16:36:00,277,22.7,26.26,444.0,945.0,0.00448067415529907,1
2015-02-02 16:37:00,278,22.7,26.2,441.0,941.6,0.004470362935695939,1
2015-02-02 16:38:00,279,22.7,26.16,438.0,929.8,0.00446348897786061,1
2015-02-02 16:38:59,280,22.7,26.02,441.0,923.8,0.00443943131332927,1
2015-02-02 16:40:00,281,22.7,26.1,440.25,919.0,0.0044531783239453206,1
2015-02-02 16:40:59,282,22.7,26.0,439.0,918.25,0.0044359946549457,1
2015-02-02 16:41:59,283,22.7,25.934,438.0,919.4,0.00442465394980727,1
2015-02-02 16:43:00,284,22.7,25.926666666666698,439.0,927.333333333333,0.00442339389680503,1
2015-02-02 16:44:00,285,22.7,25.815,432.75,920.25,0.004404207352361271,1
2015-02-02 16:45:00,286,22.68,25.772,432.0,902.4,0.00439144943150097,1
2015-02-02 16:46:00,287,22.64,25.695999999999998,429.0,904.4,0.00436771760822153,1
2015-02-02 16:46:59,288,22.6,25.575,429.0,897.0,0.004336390100729621,1
2015-02-02 16:47:59,289,22.6666666666667,25.6,429.0,892.0,0.00435838319402606,1
2015-02-02 16:49:00,290,22.6,25.525,433.5,882.5,0.004327853321560621,1
2015-02-02 16:50:00,291,22.62,25.476,436.2,887.2,0.004324772123037971,1
2015-02-02 16:51:00,292,22.625,25.55,442.5,889.25,0.00433874780423475,1
2015-02-02 16:52:00,293,22.6,25.39,443.4,889.2,0.00430480518013568,1
2015-02-02 16:53:00,294,22.65,25.42,438.0,880.75,0.0043231196096785,1
2015-02-02 16:53:59,295,22.6,25.2675,442.5,868.75,0.0042838925937963,1
2015-02-02 16:54:59,296,22.6,25.218000000000004,439.8,861.0,0.00427544259793873,1
2015-02-02 16:56:00,297,22.6,25.2,439.8,860.6,0.0042723699287058,1
2015-02-02 16:57:00,298,22.6,25.2,435.5,864.0,0.0042723699287058,1
2015-02-02 16:58:00,299,22.6,25.15,430.75,859.0,0.00426383489458762,1
2015-02-02 16:59:00,300,22.6,25.14,440.6,854.4,0.00426212791568025,1
2015-02-02 16:59:59,301,22.6,25.15,428.2,847.4,0.00426383489458762,1
2015-02-02 17:00:59,302,22.6,25.04,432.2,837.2,0.00424505863838244,1
2015-02-02 17:02:00,303,22.6,25.05,431.75,834.75,0.00424676552424079,1
2015-02-02 17:03:00,304,22.6,25.06,429.2,832.4,0.0042484724194037,1
2015-02-02 17:04:00,305,22.6,25.0,433.0,832.0,0.0042382311879931205,1
2015-02-02 17:05:00,306,22.6,25.0,433.0,836.25,0.0042382311879931205,1
2015-02-02 17:06:00,307,22.6,25.0,428.2,832.6,0.0042382311879931205,1
2015-02-02 17:06:59,308,22.6,25.025,428.25,821.5,0.0042424983270408,1
2015-02-02 17:08:00,309,22.6,25.1,425.4,832.4,0.00425530009310245,1
2015-02-02 17:09:00,310,22.6,25.08,429.2,832.4,0.0042518862376435,1
2015-02-02 17:10:00,311,22.56,25.02,433.0,830.75,0.0042312841785683,1
2015-02-02 17:10:59,312,22.58,25.08,433.0,821.5,0.00424669048857924,1
2015-02-02 17:12:00,313,22.575,25.075,433.0,818.25,0.00424454028030122,1
2015-02-02 17:12:59,314,22.56,24.912,433.0,819.8,0.00421289593420237,1
2015-02-02 17:13:59,315,22.55,25.2,433.0,822.5,0.00425932809708705,1
2015-02-02 17:15:00,316,22.6,24.9175,433.0,818.0,0.00422415004171152,1
2015-02-02 17:16:00,317,22.58,25.06,433.0,812.8,0.00424328087024612,1
2015-02-02 17:17:00,318,22.5666666666667,24.908333333333303,433.0,816.5,0.00421398909213464,1
2015-02-02 17:18:00,319,22.525,24.945,433.0,822.25,0.00420949461543371,1
2015-02-02 17:19:00,320,22.54,24.89,433.0,825.0,0.0042040055610701,1
2015-02-02 17:19:59,321,22.5,24.865,433.0,816.5,0.00418949204255268,1
2015-02-02 17:21:00,322,22.5,24.9175,433.0,811.5,0.00419839744963948,1
2015-02-02 17:22:00,323,22.5,24.911666666666697,433.0,811.0,0.00419740794745465,1
2015-02-02 17:23:00,324,22.56,24.81,433.0,812.2,0.00419553025049749,1
2015-02-02 17:23:59,325,22.525,24.89,426.0,814.25,0.0042001506349515294,1
2015-02-02 17:25:00,326,22.52,24.976,430.2,824.0,0.0042134725650431895,1
2015-02-02 17:25:59,327,22.575,25.075,433.0,834.5,0.00424454028030123,1
2015-02-02 17:26:59,328,22.6,25.0,433.0,837.0,0.0042382311879931205,1
2015-02-02 17:28:00,329,22.6,25.0214285714286,433.0,841.166666666667,0.0042418887321879605,1
2015-02-02 17:29:00,330,22.6,25.042857142857102,433.0,845.333333333333,0.00424554631910682,1
2015-02-02 17:30:00,331,22.6,25.1,433.0,854.75,0.00425530009310245,1
2015-02-02 17:31:00,332,22.6,25.1,428.333333333333,850.333333333333,0.00425530009310245,1
2015-02-02 17:31:59,333,22.6,25.08,424.6,845.4,0.0042518862376435,1
2015-02-02 17:32:59,334,22.6,25.1666666666667,433.0,854.333333333333,0.00426667988011176,1
2015-02-02 17:34:00,335,22.6,25.0666666666667,428.333333333333,849.333333333333,0.00424961035468154,0
2015-02-02 17:35:00,336,22.6,25.2,422.5,853.0,0.0042723699287058,0
2015-02-02 17:36:00,337,22.6,25.2,423.666666666667,853.0,0.0042723699287058,0
2015-02-02 17:37:00,338,22.54,25.16,424.6,852.0,0.0042499210749079,0
2015-02-02 17:38:00,339,22.54,25.16,427.4,853.6,0.0042499210749079,0
2015-02-02 17:38:59,340,22.54,25.14,421.8,845.6,0.0042465196948245,0
2015-02-02 17:39:59,341,22.525,25.1,426.0,834.25,0.00423582915169482,0
2015-02-02 17:41:00,342,22.5,25.04,421.8,826.4,0.00421917771792251,0
2015-02-02 17:42:00,343,22.5,25.0,419.0,819.6,0.004212392172552679,0
2015-02-02 17:43:00,344,22.5,25.0,419.0,829.6,0.004212392172552679,0
2015-02-02 17:44:00,345,22.5,25.0,419.0,824.0,0.004212392172552679,0
2015-02-02 17:44:59,346,22.5,24.912,419.0,814.2,0.0041974644903524,0
2015-02-02 17:45:59,347,22.5,24.89,419.0,813.5,0.0041937326810038,0
2015-02-02 17:47:00,348,22.5,24.89,419.0,813.8,0.0041937326810038,0
2015-02-02 17:48:00,349,22.5,24.89,419.0,811.0,0.0041937326810038,0
2015-02-02 17:49:00,350,22.478,24.87,419.0,804.6,0.00418470411108146,0
2015-02-02 17:50:00,351,22.456,24.83,419.0,807.8,0.004172308180643121,0
2015-02-02 17:51:00,352,22.5,24.856666666666698,419.0,802.333333333333,0.00418807850916583,0
2015-02-02 17:51:59,353,22.4175,24.7475,419.0,796.75,0.00414856636550583,0
2015-02-02 17:53:00,354,22.456,24.81,419.0,794.4,0.00416892495641864,0
2015-02-02 17:54:00,355,22.39,24.7,419.0,790.6,0.00413358648459168,0
2015-02-02 17:55:00,356,22.4175,24.7225,419.0,789.75,0.0041443475474366,0
2015-02-02 17:55:59,357,22.39,24.7,419.0,782.2,0.00413358648459168,0
2015-02-02 17:57:00,358,22.39,24.7225,419.0,772.25,0.00413737694389585,1
2015-02-02 17:57:59,359,22.39,24.717083333333303,419.0,772.925,0.00413646442172095,1
2015-02-02 17:58:59,360,22.39,24.711666666666698,419.0,773.6,0.00413555190220584,1
2015-02-02 18:00:00,361,22.39,24.625,419.0,773.75,0.00412095195168535,1
2015-02-02 18:01:00,362,22.39,24.754,416.2,771.8,0.00414268366402263,1
2015-02-02 18:02:00,363,22.39,24.912,418.6,782.8,0.0041693028555172705,1
2015-02-02 18:03:00,364,22.39,25.245,415.0,796.5,0.00422541274126769,1
2015-02-02 18:04:00,365,22.39,25.0925,310.25,809.0,0.00419971552453032,1
2015-02-02 18:04:59,366,22.39,25.0,0.0,805.5,0.0041841297156888,0
2015-02-02 18:06:00,367,22.35,24.978,0.0,791.4,0.00417019632275524,0
2015-02-02 18:07:00,368,22.323333333333302,25.0,0.0,779.333333333333,0.00416708241580403,0
2015-02-02 18:08:00,369,22.365,24.9725,0.0,780.75,0.00417310345378263,0
2015-02-02 18:08:59,370,22.315,24.89,0.0,781.75,0.004146507840838179,0
2015-02-02 18:10:00,371,22.29,24.9175,0.0,781.0,0.00414476697940617,0
2015-02-02 18:10:59,372,22.29,24.912,0.0,778.4,0.00414384601663705,0
2015-02-02 18:11:59,373,22.26,24.856666666666698,0.0,769.333333333333,0.00412698756337495,0
2015-02-02 18:13:00,374,22.254,24.85,0.0,766.5,0.0041243566010876,0
2015-02-02 18:14:00,375,22.23,24.7933333333333,0.0,763.25,0.00410884135392114,0
2015-02-02 18:15:00,376,22.26,24.823333333333302,0.0,762.333333333333,0.004121416511640589,0
2015-02-02 18:16:00,377,22.2,24.79,0.0,761.5,0.00410073726963565,0
2015-02-02 18:16:59,378,22.2,24.79,0.0,761.0,0.00410073726963565,0
2015-02-02 18:17:59,379,22.2,24.736,0.0,757.0,0.0040917458809511895,0
2015-02-02 18:19:00,380,22.2,24.79,0.0,752.333333333333,0.00410073726963565,0
2015-02-02 18:20:00,381,22.1333333333333,24.7,0.0,748.666666666667,0.004069083657579011,0
2015-02-02 18:21:00,382,22.1,24.7,0.0,746.25,0.00406077210033269,0
2015-02-02 18:22:00,383,22.15,24.7225,0.0,745.25,0.00407697982248635,0
2015-02-02 18:23:00,384,22.1,24.7,0.0,740.666666666667,0.00406077210033269,0
2015-02-02 18:23:59,385,22.1,24.7,0.0,738.0,0.00406077210033269,0
2015-02-02 18:24:59,386,22.1333333333333,24.7,0.0,732.666666666667,0.004069083657579011,0
2015-02-02 18:26:00,387,22.1,24.7,0.0,727.0,0.00406077210033269,0
2015-02-02 18:27:00,388,22.1,24.675,0.0,716.0,0.00405663520140821,0
2015-02-02 18:28:00,389,22.0666666666667,24.6666666666667,0.0,723.25,0.00404697099901821,0
2015-02-02 18:29:00,390,22.0666666666667,24.6666666666667,0.0,718.333333333333,0.00404697099901821,0
2015-02-02 18:29:59,391,22.0,24.58,0.0,716.6,0.00401619278733235,0
2015-02-02 18:30:59,392,21.978,24.6,0.0,714.0,0.0040140562223397,0
2015-02-02 18:32:00,393,21.978,24.56,0.0,714.2,0.00400748724931948,0
2015-02-02 18:33:00,394,21.945,24.6,0.0,715.0,0.00400593001937022,0
2015-02-02 18:34:00,395,21.926666666666698,24.5,0.0,706.666666666667,0.00398505157493118,0
2015-02-02 18:35:00,396,21.89,24.5,0.0,706.0,0.00397608547610517,0
2015-02-02 18:36:00,397,21.89,24.525,0.0,698.75,0.003980168668337221,0
2015-02-02 18:36:59,398,21.89,24.5,0.0,692.5,0.00397608547610517,0
2015-02-02 18:38:00,399,21.89,24.5,0.0,694.75,0.00397608547610517,0
2015-02-02 18:39:00,400,21.815,24.4175,0.0,697.25,0.00394438928261232,0
2015-02-02 18:40:00,401,21.823333333333302,24.463333333333303,0.0,692.0,0.0039538650728109396,0
2015-02-02 18:40:59,402,21.79,24.39,0.0,691.0,0.0039338681379609206,0
2015-02-02 18:42:00,403,21.79,24.39,0.0,689.75,0.0039338681379609206,0
2015-02-02 18:42:59,404,21.79,24.39,0.0,689.0,0.0039338681379609206,0
2015-02-02 18:43:59,405,21.7675,24.39,0.0,687.0,0.00392842953743671,0
2015-02-02 18:45:00,406,21.7675,24.365,0.0,679.75,0.00392437745140477,0
2015-02-02 18:46:00,407,21.754,24.35,0.0,668.4,0.00391869166016661,0
2015-02-02 18:47:00,408,21.7,24.29,0.0,665.666666666667,0.0038960130145852295,0
2015-02-02 18:48:00,409,21.7,24.29,0.0,664.75,0.0038960130145852295,0
2015-02-02 18:49:00,410,21.7,24.29,0.0,668.0,0.0038960130145852295,0
2015-02-02 18:49:59,411,21.7,24.29,0.0,661.25,0.0038960130145852295,0
2015-02-02 18:51:00,412,21.64,24.236,0.0,658.2,0.0038729719939613297,0
2015-02-02 18:52:00,413,21.6,24.2,0.0,656.0,0.0038576731827532,0
2015-02-02 18:53:00,414,21.6,24.2,0.0,654.8,0.0038576731827532,0
2015-02-02 18:53:59,415,21.6,24.2225,0.0,653.75,0.0038612821279309997,0
2015-02-02 18:55:00,416,21.5,24.26,0.0,650.333333333333,0.0038435524030295295,0
2015-02-02 18:55:59,417,21.5,24.2,0.0,650.75,0.0038339879085467,0
2015-02-02 18:56:59,418,21.55,24.2,0.0,648.25,0.0038458144762779202,0
2015-02-02 18:58:00,419,21.5,24.2,0.0,640.333333333333,0.0038339879085467,0
2015-02-02 18:59:00,420,21.5,24.2,0.0,638.0,0.0038339879085467,0
2015-02-02 19:00:00,421,21.5,24.2,0.0,636.25,0.0038339879085467,0
2015-02-02 19:01:00,422,21.5,24.2,0.0,636.333333333333,0.0038339879085467,0
2015-02-02 19:01:59,423,21.5,24.15,0.0,635.75,0.0038260177197901204,0
2015-02-02 19:02:59,424,21.5,24.175,0.0,635.5,0.00383000278879255,0
2015-02-02 19:04:00,425,21.5,24.125,0.0,627.5,0.00382203270153845,0
2015-02-02 19:05:00,426,21.5,24.15,0.0,626.25,0.0038260177197901204,0
2015-02-02 19:06:00,427,21.5,24.125,0.0,621.5,0.00382203270153845,0
2015-02-02 19:07:00,428,21.5,24.1,0.0,621.75,0.0038180477340365795,0
2015-02-02 19:08:00,429,21.5,24.1,0.0,620.666666666667,0.0038180477340365795,0
2015-02-02 19:08:59,430,21.5,24.1,0.0,617.0,0.0038180477340365795,0
2015-02-02 19:09:59,431,21.5,24.1,0.0,612.75,0.0038180477340365795,0
2015-02-02 19:11:00,432,21.4725,24.075,0.0,614.5,0.0038076058153611297,0
2015-02-02 19:12:00,433,21.39,24.0,0.0,617.333333333333,0.00377641938611092,0
2015-02-02 19:13:00,434,21.426666666666698,23.926666666666698,0.0,614.25,0.00377333000182496,0
2015-02-02 19:14:00,435,21.39,23.9725,0.0,610.75,0.0037720659972821204,0
2015-02-02 19:14:59,436,21.39,23.9175,0.0,603.0,0.00376335940133541,0
2015-02-02 19:15:59,437,21.39,23.945,0.0,603.5,0.00376771266902404,0
2015-02-02 19:17:00,438,21.365,23.89,0.0,602.0,0.0037532161493875798,0
2015-02-02 19:18:00,439,21.323333333333302,24.0,0.0,605.666666666667,0.00376092485713894,0
2015-02-02 19:19:00,440,21.34,23.9725,0.0,604.5,0.0037604533217008,0
2015-02-02 19:20:00,441,21.315,23.9725,0.0,599.0,0.0037546588075488703,0
2015-02-02 19:21:00,442,21.356666666666698,24.0,0.0,600.0,0.0037686651040406602,0
2015-02-02 19:21:59,443,21.39,23.9725,0.0,596.5,0.0037720659972821204,0
2015-02-02 19:23:00,444,21.315,23.89,0.0,597.5,0.00374165963273266,0
2015-02-02 19:24:00,445,21.29,23.945,0.0,594.0,0.00374454576336437,0
2015-02-02 19:25:00,446,21.29,23.9725,0.0,590.5,0.00374887216352344,0
2015-02-02 19:25:59,447,21.29,23.89,0.0,586.666666666667,0.00373589314251898,0
2015-02-02 19:27:00,448,21.29,23.926666666666698,0.0,588.0,0.00374166152982765,0
2015-02-02 19:27:59,449,21.29,23.89,0.0,585.5,0.00373589314251898,0
2015-02-02 19:28:59,450,21.29,23.89,0.0,584.5,0.00373589314251898,0
2015-02-02 19:30:00,451,21.254,23.85,0.0,587.2,0.0037213245372262798,0
2015-02-02 19:31:00,452,21.23,23.823333333333302,0.0,585.0,0.00371163679525134,0
2015-02-02 19:32:00,453,21.218000000000004,23.81,0.0,579.4,0.00370680031023175,0
2015-02-02 19:33:00,454,21.2,23.79,0.0,579.333333333333,0.00369955480346118,0
